13101779	appworld/full-appworld-9ef798c_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
12824745	appworld/full-appworld-9ef798c_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
8950603	appworld/full-appworld-986aa4e_3-agent_a/appworld_task_output/logs/logger.log
8522292	appworld/full-appworld-6b6ca61_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
8249808	appworld/full-appworld-9ef798c_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
6908024	appworld/full-appworld-986aa4e_3-agent_a/appworld_task_output/logs/lm_calls.jsonl
6397511	appworld/full-appworld-2d9f728_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
5132234	appworld/full-appworld-3b8fb7a_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
4787089	appworld/full-appworld-bde252e_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
4653788	appworld/full-appworld-2d9f728_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
4075720	appworld/full-appworld-6b6ca61_3-agent_a/appworld_task_output/logs/lm_calls.jsonl
3685434	appworld/full-appworld-3b8fb7a_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
3561611	appworld/full-appworld-83a7951_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
3555532	appworld/full-appworld-652485c_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
3317192	appworld/full-appworld-042a9fc_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
3063558	appworld/full-appworld-6b6ca61_3-agent_a/appworld_task_output/logs/logger.log
2970586	appworld/full-appworld-83a7951_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
2934018	appworld/full-appworld-986aa4e_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
2896706	appworld/full-appworld-9ef798c_1-agent_b/appworld_task_output/logs/lm_calls.jsonl
2683908	appworld/full-appworld-f861c32_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
2679240	appworld/full-appworld-d18139b_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
2302602	appworld/full-appworld-90adc3f_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
2205351	appworld/full-appworld-90adc3f_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
2196669	appworld/full-appworld-90adc3f_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
2150331	appworld/full-appworld-6b6ca61_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
2141976	workarena/full-workarena-workarena.servicenow.two-changes-priority-uniform-risk-change-request-scheduling-l3-agent_a/task_artifacts/task_state_initial.json
2129099	appworld/full-appworld-bde252e_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
2087185	appworld/full-appworld-3aa1a22_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
2084742	workarena/full-workarena-workarena.servicenow.two-changes-priority-uniform-risk-change-request-scheduling-l3-agent_a/trajectory/observations/step_002.json
2066655	workarena/full-workarena-workarena.servicenow.two-changes-priority-uniform-risk-change-request-scheduling-l3-agent_a/trajectory/observations/step_001.json
2005132	workarena/full-workarena-workarena.servicenow.two-changes-priority-uniform-risk-change-request-scheduling-l3-agent_a/trajectory/observations/step_000_reset.json
1943148	appworld/full-appworld-986aa4e_3-agent_b/appworld_task_output/logs/lm_calls.jsonl
1801663	appworld/full-appworld-ff58e36_3-agent_a/appworld_task_output/logs/logger.log
1782064	appworld/full-appworld-2c544f9_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
1781502	appworld/full-appworld-b9c5c9a_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
1668596	appworld/full-appworld-634f342_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
1643956	appworld/full-appworld-634f342_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
1617065	appworld/full-appworld-6b6ca61_2-agent_a/appworld_task_output/logs/lm_calls.jsonl
1613073	appworld/full-appworld-3b8fb7a_3-agent_a/appworld_task_output/logs/logger.log
1608946	appworld/full-appworld-d18139b_2-agent_b/appworld_task_output/logs/lm_calls.jsonl
1566207	appworld/full-appworld-2c544f9_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
1555449	appworld/full-appworld-3b8fb7a_3-agent_a/appworld_task_output/logs/lm_calls.jsonl
1538421	appworld/full-appworld-8ce6779_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
1517708	appworld/full-appworld-3b8fb7a_2-agent_a/appworld_task_output/logs/logger.log
1517616	appworld/full-appworld-3b8fb7a_2-agent_a/appworld_task_output/logs/lm_calls.jsonl
1508662	appworld/full-appworld-270f1ff_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
1454594	appworld/full-appworld-d194965_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
1417618	appworld/full-appworld-9016950_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
1311977	appworld/full-appworld-0de03ea_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
1302832	appworld/full-appworld-3aa1a22_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
1277123	appworld/full-appworld-2c544f9_2-agent_a/appworld_task_output/logs/lm_calls.jsonl
1272710	appworld/full-appworld-f861c32_3-agent_b/appworld_task_output/logs/lm_calls.jsonl
1244019	appworld/full-appworld-3aa1a22_3-agent_b/appworld_task_output/logs/lm_calls.jsonl
1209645	appworld/full-appworld-d194965_1-agent_a/appworld_task_output/logs/lm_calls.jsonl
1208944	appworld/full-appworld-d194965_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
1184415	appworld/full-appworld-2c544f9_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
1167675	appworld/full-appworld-9ef798c_3-agent_c/appworld_task_output/logs/logger.log
1165359	appworld/full-appworld-ff58e36_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
1160670	appworld/full-appworld-270f1ff_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
1140578	appworld/full-appworld-042a9fc_3-agent_a/appworld_task_output/logs/logger.log
1132252	appworld/full-appworld-ff58e36_3-agent_a/appworld_task_output/logs/lm_calls.jsonl
1128229	appworld/full-appworld-9ef798c_2-agent_a/appworld_task_output/logs/lm_calls.jsonl
1109737	appworld/full-appworld-b9c5c9a_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
1104597	appworld/full-appworld-29a7b7e_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
1078368	appworld/full-appworld-ffe6d5e_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
1066477	appworld/full-appworld-024c982_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
1058718	appworld/full-appworld-9ef798c_2-agent_b/appworld_task_output/logs/lm_calls.jsonl
1055742	appworld/full-appworld-3b8fb7a_3-agent_b/appworld_task_output/logs/lm_calls.jsonl
1051924	appworld/full-appworld-9ef798c_2-agent_c/appworld_task_output/logs/logger.log
1015702	appworld/full-appworld-986aa4e_3-agent_a/appworld_task_output/logs/logger.jsonl
1013085	appworld/full-appworld-f323bae_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
1012438	appworld/full-appworld-f3f60f0_3-agent_c/appworld_task_output/logs/lm_calls.jsonl
1007478	appworld/full-appworld-d194965_1-agent_a/appworld_task_output/logs/logger.log
1002475	appworld/full-appworld-3b8fb7a_2-agent_b/appworld_task_output/logs/lm_calls.jsonl
963936	appworld/full-appworld-9016950_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
961421	appworld/full-appworld-59fae45_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
956217	appworld/full-appworld-ff58e36_2-agent_c/appworld_task_output/logs/lm_calls.jsonl
948413	appworld/full-appworld-6b6ca61_2-agent_b/appworld_task_output/logs/lm_calls.jsonl
938552	workarena/full-workarena-workarena.servicenow.two-changes-priority-uniform-risk-change-request-scheduling-l3-agent_a/browser_artifacts/recordings/task_video/752abcb1a48252df34a49108c0a27281.webm
935154	appworld/full-appworld-3d9a636_1-agent_c/appworld_task_output/logs/lm_calls.jsonl
929765	appworld/full-appworld-2c544f9_2-agent_b/appworld_task_output/logs/lm_calls.jsonl
927348	appworld/full-appworld-9ef798c_2-agent_c/appworld_task_output/logs/logger.jsonl
919306	appworld/full-appworld-042a9fc_3-agent_c/appworld_task_output/logs/logger.log
