d	./.anaconda
d	./.aws
d	./.cache
d	./.cache/conda
d	./.cache/conda-anaconda-tos
d	./.cache/huggingface
d	./.cache/ms-playwright
d	./.cache/pip
d	./.conda
d	./.conda/tos
d	./.pki
d	./.pki/nssdb
d	./.ssh
d	./benchmarks
d	./benchmarks/miniwob-plusplus
d	./benchmarks/miniwob-venv
d	./benchmarks/webarena
d	./logs
d	./miniconda3
d	./miniconda3/bin
d	./miniconda3/compiler_compat
d	./miniconda3/conda-meta
d	./miniconda3/condabin
d	./miniconda3/condarc.d
d	./miniconda3/envs
d	./miniconda3/etc
d	./miniconda3/include
d	./miniconda3/lib
d	./miniconda3/libexec
d	./miniconda3/man
d	./miniconda3/pkgs
d	./miniconda3/share
d	./miniconda3/shell
d	./miniconda3/ssl
d	./miniconda3/x86_64-conda-linux-gnu
d	./revised_agent_benchmark_paper_package
d	./revised_agent_benchmark_paper_package/configs
d	./revised_agent_benchmark_paper_package/experiments
d	./revised_agent_benchmark_paper_package/results
d	./revised_agent_benchmark_paper_package/src
f	./.anaconda/keyring
f	./.aws/config
f	./.bashrc
f	./.cache/motd.legal-displayed
f	./.conda/aau_token
f	./.conda/aau_token_host
f	./.conda/environments.txt
f	./.profile
f	./.ssh/authorized_keys
f	./.wget-hsts
f	./bootstrap.sh
f	./db_download.log
f	./miniconda3/.condarc
f	./miniconda3/LICENSE.txt
f	./miniconda3/_conda
f	./miniconda3/uninstall.sh
f	./nominatim_volumes.tar.C8C8bef3
f	./osm_tile_server.tar.e4Ca254f
f	./revised_agent_benchmark_paper_package/.env
